lon,lat,price,finished_squarefeet,year_built,date,address,city,state,zip,acres,num_dwellings,class,condition,total_squarefeet,bedrooms,full_baths,half_baths,month,address_city
-123.268,44.54535,124900,1248,1983,2015-09-18T00:00:00Z,2128 SW BUTTERFIELD DR,CORVALLIS,OR,97333,0.12,1,Mobile Home,G,1776,0,2,0,9,"2128 SW BUTTERFIELD DR, CORVALLIS, OR"
-123.2603,44.59983,460000,2918,1978,2015-09-18T00:00:00Z,3356 NW MAXINE CIR,CORVALLIS,OR,97330,0.22,1,Dwelling,G,3470,4,3,0,9,"3356 NW MAXINE CIR, CORVALLIS, OR"
-123.2579,44.53851,225055,1152,1979,2015-09-18T00:00:00Z,920 SE PARK AVE,CORVALLIS,OR,97333,0.15,1,Dwelling,AV,1472,3,1,0,9,"920 SE PARK AVE, CORVALLIS, OR"
-123.3079,44.59345,400000,1683,2015,2015-09-18T00:00:00Z,2765 NW MARIGOLD PL,CORVALLIS,OR,97330,0.12,1,Dwelling,AV,2083,3,1,0,9,"2765 NW MARIGOLD PL, CORVALLIS, OR"
-123.2582,44.59827,267525,1352,1976,2015-09-18T00:00:00Z,742 NW BEAVER PL,CORVALLIS,OR,97330-3704,0.28,1,Dwelling,G,1836,3,2,0,9,"742 NW BEAVER PL, CORVALLIS, OR"
-123.268,44.54535,124900,1248,1983,2015-09-18T00:00:00Z,2128 SW BUTTERFIELD DR,CORVALLIS,OR,97333,0,1,Mobile Home,G,1248,0,2,0,9,"2128 SW BUTTERFIELD DR, CORVALLIS, OR"
-123.2725,44.55972,230000,1134,1981,2015-09-17T00:00:00Z,839 SW MAPLE TREE DR,CORVALLIS,OR,97333,0.02,1,Dwelling,G,1424,3,2,0,9,"839 SW MAPLE TREE DR, CORVALLIS, OR"
-123.2646,44.57057,205000,1376,1900,2015-09-17T00:00:00Z,541 NW 9TH ST,CORVALLIS,OR,97330-6134,0.12,1,Dwelling,AV,1574,2,1,0,9,"541 NW 9TH ST, CORVALLIS, OR"
-123.2915,44.59429,320000,1559,1975,2015-09-17T00:00:00Z,2826 NW MONTEREY PL,CORVALLIS,OR,97330,0.2,1,Dwelling,AV,2018,3,2,0,9,"2826 NW MONTEREY PL, CORVALLIS, OR"
-123.2993,44.58723,345000,1896,1978,2015-09-17T00:00:00Z,1884 NW SUNVIEW DR,CORVALLIS,OR,97330-2214,0.18,1,Dwelling,AV,2316,4,3,0,9,"1884 NW SUNVIEW DR, CORVALLIS, OR"
-123.2766,44.59201,3400000,0,2005,2015-09-17T00:00:00Z,2211 NW PROFESSIONAL DR STE 202,CORVALLIS,OR,97330,0.73,0,Commercial,0,18378,0,0,0,9,"2211 NW PROFESSIONAL DR STE 202, CORVALLIS, OR"
-123.2915,44.57344,287500,1376,1978,2015-09-16T00:00:00Z,3622 NW POLK AVE,CORVALLIS,OR,97330,0.19,1,Dwelling,AV,1860,4,2,0,9,"3622 NW POLK AVE, CORVALLIS, OR"
-123.2679,44.57126,343500,1729,1939,2015-09-16T00:00:00Z,535 NW 12TH ST,CORVALLIS,OR,97330,0.12,1,Dwelling,G,1969,4,2,0,9,"535 NW 12TH ST, CORVALLIS, OR"
-123.291,44.58181,369000,1986,1961,2015-09-16T00:00:00Z,3600 NW HAYES AVE,CORVALLIS,OR,97330-1748,0.34,1,Dwelling,AV,3368,4,2,0,9,"3600 NW HAYES AVE, CORVALLIS, OR"
-123.2583,44.59626,239000,1411,1994,2015-09-15T00:00:00Z,824 NW SUNDANCE CIR,CORVALLIS,OR,97330,0.08,1,Dwelling,AV,1847,3,2,1,9,"824 NW SUNDANCE CIR, CORVALLIS, OR"
-123.3086,44.55419,248000,2408,1945,2015-09-15T00:00:00Z,1220 SW GEROLD ST,CORVALLIS,OR,97333,0.42,1,Dwelling,AV,3888,5,4,0,9,"1220 SW GEROLD ST, CORVALLIS, OR"
-123.2923,44.556,405000,2128,2011,2015-09-15T00:00:00Z,3725 SW DEON DR,CORVALLIS,OR,97333,0.21,1,Dwelling,AV,2588,3,3,0,9,"3725 SW DEON DR, CORVALLIS, OR"
-123.2964,44.54282,350000,2756,1978,2015-09-15T00:00:00Z,3989 SW FAIRHAVEN CT,CORVALLIS,OR,97333,0.04,1,Dwelling,AV,3406,2,2,1,9,"3989 SW FAIRHAVEN CT, CORVALLIS, OR"
-123.2463,44.59462,55000,1125,1994,2015-09-15T00:00:00Z,2601 NE JACK LONDON ST SPACE 28,CORVALLIS,OR,97330,0,1,Mobile Home,AV,1449,0,2,0,9,"2601 NE JACK LONDON ST SPACE 28, CORVALLIS, OR"
-123.2696,44.5825,329500,1831,1963,2015-09-14T00:00:00Z,1515 NW 14TH PL,CORVALLIS,OR,97330-4664,0.22,1,Dwelling,G,2271,4,2,1,9,"1515 NW 14TH PL, CORVALLIS, OR"
-123.3008,44.55465,234000,1640,1957,2015-09-14T00:00:00Z,4349 SW PHILOMATH BLVD,CORVALLIS,OR,97333,0.33,1,Dwelling,G,1640,3,2,0,9,"4349 SW PHILOMATH BLVD, CORVALLIS, OR"
-123.258,44.53022,231000,1438,2005,2015-09-14T00:00:00Z,3531 SE QUAYSIDE ST,CORVALLIS,OR,97333,0.06,1,Dwelling,AV,1878,3,2,1,9,"3531 SE QUAYSIDE ST, CORVALLIS, OR"
-123.2652,44.57704,246000,3114,1962,2015-09-14T00:00:00Z,1137 NW DIXON ST,CORVALLIS,OR,97330-4643,0.28,1,Dwelling,F,3494,6,4,0,9,"1137 NW DIXON ST, CORVALLIS, OR"
-123.2588,44.59295,192000,1238,1978,2015-09-11T00:00:00Z,856 NW OAK AVE,CORVALLIS,OR,97330,0.13,1,Dwelling,AV,1744,3,2,0,9,"856 NW OAK AVE, CORVALLIS, OR"
-123.2971,44.59542,350000,1870,1993,2015-09-11T00:00:00Z,4115 NW TAMARACK DR,CORVALLIS,OR,97330,0.11,1,Dwelling,AV,2290,2,2,0,9,"4115 NW TAMARACK DR, CORVALLIS, OR"
-123.2662,44.53772,200000,1560,1914,2015-09-11T00:00:00Z,2830 SE GLENN ST,CORVALLIS,OR,97333,0.14,1,Dwelling,G,1560,4,1,0,9,"2830 SE GLENN ST, CORVALLIS, OR"
-123.2632,44.53606,1,996,1978,2015-09-11T00:00:00Z,300 SE GOODNIGHT AVE SPACE 40,CORVALLIS,OR,97333-2158,0,1,Mobile Home,AV,996,0,1,0,9,"300 SE GOODNIGHT AVE SPACE 40, CORVALLIS, OR"
-123.29,44.57116,271500,1844,1946,2015-09-10T00:00:00Z,338 NW 35TH ST,CORVALLIS,OR,97330-4909,0.12,1,Dwelling,AV,2369,3,2,0,9,"338 NW 35TH ST, CORVALLIS, OR"
-123.2876,44.5937,292000,2150,1973,2015-09-10T00:00:00Z,3309 NW WALNUT BLVD,CORVALLIS,OR,97330,0.13,1,Dwelling,AV,2634,3,2,1,9,"3309 NW WALNUT BLVD, CORVALLIS, OR"
-123.2893,44.59916,457500,3415,1996,2015-09-10T00:00:00Z,3238 NW SILKTASSEL DR,CORVALLIS,OR,97330,0.23,1,Dwelling,AV,3899,3,3,1,9,"3238 NW SILKTASSEL DR, CORVALLIS, OR"
-123.2436,44.60214,345000,2800,1980,2015-09-10T00:00:00Z,3320 NE LANCASTER ST,CORVALLIS,OR,97330,0.25,1,Dwelling,AV,3600,8,4,0,9,"3320 NE LANCASTER ST, CORVALLIS, OR"
-123.2712,44.55998,333000,1993,1912,2015-09-10T00:00:00Z,804 SW 11TH ST,CORVALLIS,OR,97333,0.11,1,Dwelling,G,2473,4,3,0,9,"804 SW 11TH ST, CORVALLIS, OR"
-123.2913,44.58864,258000,1424,1975,2015-09-10T00:00:00Z,3730 NW ROOSEVELT DR,CORVALLIS,OR,97330-1032,0.23,1,Dwelling,G,1952,3,2,0,9,"3730 NW ROOSEVELT DR, CORVALLIS, OR"
-123.26,44.53558,260000,1440,1997,2015-09-10T00:00:00Z,755 SE SUMMERFIELD PL,CORVALLIS,OR,97333,0.16,1,Dwelling,AV,1946,3,2,0,9,"755 SE SUMMERFIELD PL, CORVALLIS, OR"
-123.2497,44.59052,3500,1080,1965,2015-09-10T00:00:00Z,755 NE CIRCLE BLVD SPACE 6,CORVALLIS,OR,97330-4242,0,1,Mobile Home,F,1080,0,1,1,9,"755 NE CIRCLE BLVD SPACE 6, CORVALLIS, OR"
-123.2463,44.59462,42000,1080,1996,2015-09-10T00:00:00Z,2601 NE JACK LONDON ST SPACE 35,CORVALLIS,OR,97330,0,1,Mobile Home,AV,1320,0,2,0,9,"2601 NE JACK LONDON ST SPACE 35, CORVALLIS, OR"
-123.2863,44.5916,242500,2472,1966,2015-09-09T00:00:00Z,3177 NW ROOSEVELT DR,CORVALLIS,OR,97330-1165,0.36,1,Dwelling,AV,2956,5,2,2,9,"3177 NW ROOSEVELT DR, CORVALLIS, OR"
-123.2822,44.59284,165000,1188,1978,2015-09-09T00:00:00Z,2589 NW 29TH ST,CORVALLIS,OR,97330,0.17,1,Dwelling,AV,1552,3,1,1,9,"2589 NW 29TH ST, CORVALLIS, OR"
-123.3018,44.54403,194556,2483,2007,2015-09-09T00:00:00Z,4615 SW ORCHID CIR,CORVALLIS,OR,97333,0.18,1,Dwelling,AV,2963,3,2,0,9,"4615 SW ORCHID CIR, CORVALLIS, OR"
-123.2599,44.59453,3500,720,1973,2015-09-09T00:00:00Z,2655 NW HIGHLAND DR SPACE 34,CORVALLIS,OR,97330,0,1,Mobile Home,AV,720,0,1,0,9,"2655 NW HIGHLAND DR SPACE 34, CORVALLIS, OR"
-123.2597,44.52929,1,2064,2007,2015-09-08T00:00:00Z,3577 SE OUTRIGGER PL,CORVALLIS,OR,97333,0.1,1,Dwelling,AV,2484,3,2,1,9,"3577 SE OUTRIGGER PL, CORVALLIS, OR"
-123.3057,44.59617,445000,2931,1997,2015-09-08T00:00:00Z,4650 NW CHENILLE PL,CORVALLIS,OR,97330,0.21,1,Dwelling,AV,3351,4,2,1,9,"4650 NW CHENILLE PL, CORVALLIS, OR"
-123.2939,44.59931,364000,1943,1980,2015-09-08T00:00:00Z,3638 NW OLEANDER PL,CORVALLIS,OR,97330-3338,0.2,1,Dwelling,G,2333,4,2,0,9,"3638 NW OLEANDER PL, CORVALLIS, OR"
-123.2709,44.57041,309000,2251,1936,2015-09-04T00:00:00Z,402 NW 14TH ST,CORVALLIS,OR,97330-5908,0.11,1,Dwelling,AV,2881,5,2,0,9,"402 NW 14TH ST, CORVALLIS, OR"
-123.295,44.57908,90000,3100,1967,2015-09-04T00:00:00Z,1230 NW KLINE PL,CORVALLIS,OR,97330-2915,0.27,1,Dwelling,AV,3628,4,2,0,9,"1230 NW KLINE PL, CORVALLIS, OR"
-123.2734,44.57909,270000,1712,1952,2015-09-04T00:00:00Z,1350 NW 19TH ST,CORVALLIS,OR,97330-2655,0.19,1,Dwelling,AV,1992,4,2,0,9,"1350 NW 19TH ST, CORVALLIS, OR"
-123.2594,44.52836,329900,2009,2015,2015-09-04T00:00:00Z,940 SE BAYSHORE CIR,CORVALLIS,OR,97333,0.11,1,Dwelling,AV,2451,3,2,1,9,"940 SE BAYSHORE CIR, CORVALLIS, OR"
-123.2578,44.52877,260000,1791,2005,2015-09-04T00:00:00Z,3619 SE CORAL REEF PL,CORVALLIS,OR,97333,0.09,1,Dwelling,AV,2209,3,2,1,9,"3619 SE CORAL REEF PL, CORVALLIS, OR"
-123.2476,44.60034,168000,1176,1997,2015-09-04T00:00:00Z,3191 NE FLINTLOCK PL,CORVALLIS,OR,97330,0.12,1,Dwelling,AV,1440,3,2,0,9,"3191 NE FLINTLOCK PL, CORVALLIS, OR"
-123.2632,44.53606,35900,1080,1996,2015-09-04T00:00:00Z,300 SE GOODNIGHT AVE SPACE 38,CORVALLIS,OR,97333,0,1,Mobile Home,G,1080,0,2,0,9,"300 SE GOODNIGHT AVE SPACE 38, CORVALLIS, OR"
-123.3136,44.56931,7900,560,1996,2015-09-04T00:00:00Z,200 NW 53RD ST SPACE 7,CORVALLIS,OR,97330,0,1,Mobile Home,AV,560,0,1,0,9,"200 NW 53RD ST SPACE 7, CORVALLIS, OR"
-123.2926,44.59458,360000,1883,1971,2015-09-03T00:00:00Z,3763 NW CAMAS PL,CORVALLIS,OR,97330-3414,0.2,1,Dwelling,G,2366,5,3,0,9,"3763 NW CAMAS PL, CORVALLIS, OR"
-123.3021,44.59464,275000,1782,1900,2015-09-03T00:00:00Z,2857 NW GLENRIDGE DR,CORVALLIS,OR,97330-3208,0.49,1,Dwelling,G,1958,3,2,0,9,"2857 NW GLENRIDGE DR, CORVALLIS, OR"
-123.2668,44.54194,105000,0,NA,2015-09-03T00:00:00Z,2460 SW 3RD ST,CORVALLIS,OR,97333,0.48,0,"NA",0,0,0,0,0,9,"2460 SW 3RD ST, CORVALLIS, OR"
-123.3019,44.54277,394000,1881,2007,2015-09-03T00:00:00Z,4521 SW HOLLYHOCK CIR,CORVALLIS,OR,97333,0.11,1,Dwelling,AV,2388,3,2,0,9,"4521 SW HOLLYHOCK CIR, CORVALLIS, OR"
-123.2808,44.57964,262500,1584,1958,2015-09-02T00:00:00Z,1309 NW 27TH ST,CORVALLIS,OR,97330-2444,0.2,1,Dwelling,AV,1892,4,2,0,9,"1309 NW 27TH ST, CORVALLIS, OR"
-123.2454,44.60005,50000,1820,1999,2015-09-02T00:00:00Z,277 NE CONIFER BLVD SPACE 5,CORVALLIS,OR,97330,0,1,Mobile Home,AV,1820,0,2,0,9,"277 NE CONIFER BLVD SPACE 5, CORVALLIS, OR"
-123.2848,44.59296,209000,1150,1971,2015-09-01T00:00:00Z,3020 NW WALNUT BLVD,CORVALLIS,OR,97330-3528,0.18,1,Dwelling,G,1486,4,2,0,9,"3020 NW WALNUT BLVD, CORVALLIS, OR"
-123.291,44.59345,111287,976,1977,2015-09-01T00:00:00Z,2707 NW MONTEREY DR,CORVALLIS,OR,97330,0.2,1,Dwelling,AV,1570,2,1,0,9,"2707 NW MONTEREY DR, CORVALLIS, OR"
-123.2881,44.59506,225000,1122,1977,2015-09-01T00:00:00Z,2924 NW 29TH ST,CORVALLIS,OR,97330,0.1,1,Dwelling,AV,1606,2,2,0,9,"2924 NW 29TH ST, CORVALLIS, OR"
-123.2463,44.59462,40000,1080,1999,2015-09-01T00:00:00Z,2601 NE JACK LONDON ST SPACE 169,CORVALLIS,OR,97330,0,1,Mobile Home,AV,1344,0,2,0,9,"2601 NE JACK LONDON ST SPACE 169, CORVALLIS, OR"
-123.293,44.54936,305000,1415,1959,2015-08-31T00:00:00Z,1625 SW MARTIN ST,CORVALLIS,OR,97333,0.21,1,Dwelling,EX,1829,3,2,0,8,"1625 SW MARTIN ST, CORVALLIS, OR"
-123.2965,44.59219,181000,1343,1978,2015-08-31T00:00:00Z,3985 NW WALNUT PL,CORVALLIS,OR,97330,0.06,1,Dwelling,AV,1619,3,1,1,8,"3985 NW WALNUT PL, CORVALLIS, OR"
-123.2664,44.53018,225000,1777,1954,2015-08-31T00:00:00Z,3445 SE 3RD ST,CORVALLIS,OR,97333,0.31,1,Dwelling,AV,2239,3,2,0,8,"3445 SE 3RD ST, CORVALLIS, OR"
-123.2842,44.59865,1,1404,2002,2015-08-31T00:00:00Z,2995 NW MORNING GLORY DR,CORVALLIS,OR,97330,0.03,1,Dwelling,AV,1604,3,2,1,8,"2995 NW MORNING GLORY DR, CORVALLIS, OR"
-123.2621,44.58464,202500,1140,1934,2015-08-31T00:00:00Z,1665 NW HIGHLAND DR,CORVALLIS,OR,97330,0.15,1,Dwelling,G,1392,3,1,0,8,"1665 NW HIGHLAND DR, CORVALLIS, OR"
-123.3029,44.54438,365000,1666,2003,2015-08-31T00:00:00Z,4649 SW HOLLYHOCK CIR,CORVALLIS,OR,97333-1384,0.16,1,Dwelling,AV,2194,2,2,0,8,"4649 SW HOLLYHOCK CIR, CORVALLIS, OR"
-123.2585,44.60061,335000,2024,1977,2015-08-28T00:00:00Z,3479 NW MAXINE CIR,CORVALLIS,OR,97330-3727,0.2,1,Dwelling,G,2486,4,3,0,8,"3479 NW MAXINE CIR, CORVALLIS, OR"
-123.2603,44.52965,330000,2291,2010,2015-08-28T00:00:00Z,736 SE BAYSHORE CIR,CORVALLIS,OR,97333,0.09,1,Dwelling,AV,2711,3,2,1,8,"736 SE BAYSHORE CIR, CORVALLIS, OR"
-123.2861,44.54874,209700,1680,1976,2015-08-28T00:00:00Z,1695 SW KNOLLBROOK PL,CORVALLIS,OR,97333,0.21,1,Dwelling,AV,2120,3,2,0,8,"1695 SW KNOLLBROOK PL, CORVALLIS, OR"
-123.2359,44.59518,337500,2806,1992,2015-08-28T00:00:00Z,1032 NE DIANE PL,CORVALLIS,OR,97330,0.19,1,Dwelling,AV,3245,4,2,1,8,"1032 NE DIANE PL, CORVALLIS, OR"
-123.2593,44.53991,217500,1240,1950,2015-08-28T00:00:00Z,805 SE BELL AVE,CORVALLIS,OR,97333,0.24,1,Dwelling,G,1660,3,1,1,8,"805 SE BELL AVE, CORVALLIS, OR"
-123.2872,44.55633,283000,1476,1960,2015-08-27T00:00:00Z,1025 SW STAMM PL,CORVALLIS,OR,97333,0.33,1,Dwelling,AV,1960,3,1,1,8,"1025 SW STAMM PL, CORVALLIS, OR"
-123.2685,44.58653,262500,1448,1959,2015-08-27T00:00:00Z,1800 NW 14TH ST,CORVALLIS,OR,97330-2032,0.19,1,Dwelling,AV,1748,3,2,0,8,"1800 NW 14TH ST, CORVALLIS, OR"
-123.2588,44.60028,345500,1974,1978,2015-08-27T00:00:00Z,747 NW FOX PL,CORVALLIS,OR,97330-3720,0.32,1,Dwelling,G,2554,3,2,1,8,"747 NW FOX PL, CORVALLIS, OR"
-123.2608,44.53381,280000,1971,1999,2015-08-27T00:00:00Z,744 SE NATLAND PL,CORVALLIS,OR,97333,0.19,1,Dwelling,AV,2371,3,2,1,8,"744 SE NATLAND PL, CORVALLIS, OR"
-123.2906,44.58544,303500,1708,1987,2015-08-27T00:00:00Z,1825 NW LANTANA DR,CORVALLIS,OR,97330-1773,0.2,1,Dwelling,AV,2232,3,2,1,8,"1825 NW LANTANA DR, CORVALLIS, OR"
-123.2804,44.5915,350000,2314,1969,2015-08-27T00:00:00Z,2605 NW ROOSEVELT DR,CORVALLIS,OR,97330,0.2,1,Dwelling,G,2534,4,2,1,8,"2605 NW ROOSEVELT DR, CORVALLIS, OR"
-123.2836,44.59071,220000,1290,1961,2015-08-27T00:00:00Z,2320 NW 29TH ST,CORVALLIS,OR,97330,0.2,1,Dwelling,G,1629,3,2,0,8,"2320 NW 29TH ST, CORVALLIS, OR"
-123.2788,44.59237,11500000,0,1983,2015-08-26T00:00:00Z,2300 NW WALNUT BLVD,CORVALLIS,OR,97330,6.03,0,Commercial,0,120206,0,0,0,8,"2300 NW WALNUT BLVD, CORVALLIS, OR"
-123.262,44.56457,204000,0,NA,2015-08-26T00:00:00Z,6298 SW GRAND OAKS DR GARAGE # G23,CORVALLIS,OR,97333,0.01,0,RES Feature,0,0,0,0,0,8,"6298 SW GRAND OAKS DR GARAGE # G23, CORVALLIS, OR"
-123.3017,44.60157,595000,2984,2000,2015-08-26T00:00:00Z,3585 NW GLENRIDGE DR,CORVALLIS,OR,97330,0.38,1,Dwelling,AV,3776,4,2,0,8,"3585 NW GLENRIDGE DR, CORVALLIS, OR"
-123.2787,44.55065,235000,1980,1939,2015-08-25T00:00:00Z,1575 SW BROOKLANE DR,CORVALLIS,OR,97333,1.07,1,Dwelling,F,2938,2,1,0,8,"1575 SW BROOKLANE DR, CORVALLIS, OR"
-123.2829,44.5751,303100,1452,1929,2015-08-25T00:00:00Z,725 NW 29TH ST,CORVALLIS,OR,97330-5242,0.16,1,Dwelling,AV,2232,3,2,0,8,"725 NW 29TH ST, CORVALLIS, OR"
-123.2918,44.58075,343800,2452,1964,2015-08-25T00:00:00Z,1380 NW FOREST DR,CORVALLIS,OR,97330,0.3,1,Dwelling,AV,2972,4,2,0,8,"1380 NW FOREST DR, CORVALLIS, OR"
-123.2454,44.60005,5000,800,1970,2015-08-25T00:00:00Z,277 NE CONIFER BLVD SPACE 147,CORVALLIS,OR,97330,0,1,Mobile Home,AV,800,0,1,0,8,"277 NE CONIFER BLVD SPACE 147, CORVALLIS, OR"
-123.2584,44.53053,234000,1443,2005,2015-08-24T00:00:00Z,3505 SE MIDVALE DR,CORVALLIS,OR,97333,0.06,1,Dwelling,AV,1883,3,2,1,8,"3505 SE MIDVALE DR, CORVALLIS, OR"
-123.2933,44.58151,425000,2208,1960,2015-08-24T00:00:00Z,3755 NW HAYES AVE,CORVALLIS,OR,97330-1749,0.25,1,Dwelling,AV,2712,4,2,0,8,"3755 NW HAYES AVE, CORVALLIS, OR"
-123.2982,44.59733,358254,1886,1977,2015-08-24T00:00:00Z,4167 NW JASMINE PL,CORVALLIS,OR,97330-3313,0.24,1,Dwelling,G,2436,3,2,1,8,"4167 NW JASMINE PL, CORVALLIS, OR"
-123.2463,44.59462,65000,1620,1994,2015-08-24T00:00:00Z,2601 NE JACK LONDON ST SPACE 3,CORVALLIS,OR,97330,0,1,Mobile Home,AV,1932,0,2,0,8,"2601 NE JACK LONDON ST SPACE 3, CORVALLIS, OR"
-123.2668,44.58938,229500,1047,1963,2015-08-21T00:00:00Z,2125 NW 13TH ST,CORVALLIS,OR,97330,0.18,1,Dwelling,AV,1369,3,1,1,8,"2125 NW 13TH ST, CORVALLIS, OR"
-123.3034,44.54694,351500,2574,2007,2015-08-21T00:00:00Z,4791 SW ROSEBERRY ST,CORVALLIS,OR,97333,0.17,1,Dwelling,AV,2992,3,3,0,8,"4791 SW ROSEBERRY ST, CORVALLIS, OR"
-123.3031,44.58933,365000,1771,1990,2015-08-21T00:00:00Z,2212 NW MASER DR,CORVALLIS,OR,97330,0.2,1,Dwelling,AV,2275,3,2,0,8,"2212 NW MASER DR, CORVALLIS, OR"
-123.3072,44.58845,415000,2372,2005,2015-08-21T00:00:00Z,4890 NW ELMWOOD DR,CORVALLIS,OR,97330,0.34,1,Dwelling,AV,2897,3,2,0,8,"4890 NW ELMWOOD DR, CORVALLIS, OR"
-123.2598,44.55145,205000,1228,1951,2015-08-21T00:00:00Z,1440 SE VICA WAY,CORVALLIS,OR,97333,0.22,1,Dwelling,AV,1628,2,1,0,8,"1440 SE VICA WAY, CORVALLIS, OR"
-123.2958,44.59295,165000,1220,1978,2015-08-21T00:00:00Z,3919 NW WALNUT PL,CORVALLIS,OR,97330,0.13,1,Dwelling,AV,1460,3,1,1,8,"3919 NW WALNUT PL, CORVALLIS, OR"
-123.2426,44.59838,240000,1488,1969,2015-08-21T00:00:00Z,3040 NE LANCASTER ST,CORVALLIS,OR,97330-4114,0.23,1,Dwelling,AV,1992,3,2,0,8,"3040 NE LANCASTER ST, CORVALLIS, OR"
-123.2819,44.5915,260500,1334,1973,2015-08-21T00:00:00Z,2695 NW ROOSEVELT DR,CORVALLIS,OR,97330-1223,0.21,1,Dwelling,AV,1840,3,1,1,8,"2695 NW ROOSEVELT DR, CORVALLIS, OR"
-123.2612,44.53378,222000,1202,1980,2015-08-21T00:00:00Z,3247 SE HATHAWAY DR,CORVALLIS,OR,97333,0.17,1,Dwelling,G,1664,3,2,0,8,"3247 SE HATHAWAY DR, CORVALLIS, OR"
-123.28,44.5802,260000,1234,1957,2015-08-21T00:00:00Z,2520 NW MULKEY AVE,CORVALLIS,OR,97330-2433,0.26,1,Dwelling,AV,2101,3,1,1,8,"2520 NW MULKEY AVE, CORVALLIS, OR"
-123.3046,44.54637,245000,1466,2006,2015-08-20T00:00:00Z,4703 SW ROSEBERRY ST,CORVALLIS,OR,97333,0.1,1,Dwelling,AV,1778,3,2,1,8,"4703 SW ROSEBERRY ST, CORVALLIS, OR"
-123.2588,44.5908,250000,1540,1967,2015-08-20T00:00:00Z,964 NW SEQUOIA AVE,CORVALLIS,OR,97330-1529,0.21,1,Dwelling,AV,1981,3,2,0,8,"964 NW SEQUOIA AVE, CORVALLIS, OR"
-123.2636,44.57757,231500,1040,1955,2015-08-19T00:00:00Z,1205 NW 11TH ST,CORVALLIS,OR,97330,0.21,1,Dwelling,G,1360,3,1,0,8,"1205 NW 11TH ST, CORVALLIS, OR"
-123.2841,44.58726,428500,2648,1962,2015-08-19T00:00:00Z,1920 NW 29TH PL,CORVALLIS,OR,97330,0.25,1,Dwelling,G,3088,4,2,1,8,"1920 NW 29TH PL, CORVALLIS, OR"
-123.262,44.56457,2000000,0,2015,2015-08-19T00:00:00Z,217 NW TIGRESS DR 101-103,CORVALLIS,OR,97330,0.84,0,Commercial,AV,14204,0,0,0,8,"217 NW TIGRESS DR 101-103, CORVALLIS, OR"
-123.27,44.55882,229000,1080,1928,2015-08-19T00:00:00Z,920 SW 10TH ST,CORVALLIS,OR,97333,0.11,1,Dwelling,G,1440,3,1,0,8,"920 SW 10TH ST, CORVALLIS, OR"
-123.3093,44.55276,165500,1300,1994,2015-08-19T00:00:00Z,5140 SW HILLVIEW AVE,CORVALLIS,OR,97333,0.25,1,Mobile Home,G,1768,0,2,0,8,"5140 SW HILLVIEW AVE, CORVALLIS, OR"
-123.2454,44.60005,20000,800,1971,2015-08-19T00:00:00Z,277 NE CONIFER BLVD SPACE 125,CORVALLIS,OR,97330-4149,0,1,Mobile Home,G,800,0,1,0,8,"277 NE CONIFER BLVD SPACE 125, CORVALLIS, OR"
-123.2643,44.56104,419055,0,1962,2015-08-18T00:00:00Z,480 SW 4TH ST,CORVALLIS,OR,97333,0.24,0,Commercial,AV,1710,0,0,0,8,"480 SW 4TH ST, CORVALLIS, OR"
-123.2944,44.6008,315000,1816,1979,2015-08-18T00:00:00Z,3753 NW BOXWOOD PL,CORVALLIS,OR,97330-3309,0.19,1,Dwelling,AV,2296,3,2,0,8,"3753 NW BOXWOOD PL, CORVALLIS, OR"
-123.2849,44.54693,271900,1424,1977,2015-08-17T00:00:00Z,3195 SW WILLAMETTE AVE,CORVALLIS,OR,97333,0.26,1,Dwelling,AV,1864,3,2,0,8,"3195 SW WILLAMETTE AVE, CORVALLIS, OR"
-123.3136,44.56931,10000,934,1980,2015-08-16T00:00:00Z,200 NW 53RD ST #6,CORVALLIS,OR,97330,0,1,Mobile Home,AV,934,0,1,0,8,"200 NW 53RD ST #6, CORVALLIS, OR"
-123.2834,44.57681,237000,928,1946,2015-08-14T00:00:00Z,928 NW 29TH ST,CORVALLIS,OR,97330,0.14,1,Dwelling,G,1181,2,1,0,8,"928 NW 29TH ST, CORVALLIS, OR"
-123.2594,44.52836,339990,2341,2015,2015-08-14T00:00:00Z,948 SE BAYSHORE CIR,CORVALLIS,OR,97333,0.1,1,Dwelling,AV,2799,3,2,1,8,"948 SE BAYSHORE CIR, CORVALLIS, OR"
-123.2624,44.5454,145000,800,1927,2015-08-14T00:00:00Z,425 SE ALEXANDER AVE,CORVALLIS,OR,97333,0.43,1,Dwelling,AV,1040,2,1,0,8,"425 SE ALEXANDER AVE, CORVALLIS, OR"
-123.2688,44.57863,334000,3006,1955,2015-08-14T00:00:00Z,1325 NW 15TH ST,CORVALLIS,OR,97330-2604,0.24,1,Dwelling,AV,4346,5,2,1,8,"1325 NW 15TH ST, CORVALLIS, OR"
-123.2568,44.59907,425000,2632,2013,2015-08-14T00:00:00Z,688 NW MIRADOR PL,CORVALLIS,OR,97330,0.18,1,Dwelling,AV,3152,4,2,1,8,"688 NW MIRADOR PL, CORVALLIS, OR"
-123.2573,44.53019,365000,2608,2005,2015-08-14T00:00:00Z,1120 SE RIVERGREEN AVE,CORVALLIS,OR,97333,0.1,1,Dwelling,AV,3092,3,2,1,8,"1120 SE RIVERGREEN AVE, CORVALLIS, OR"
